PriorityRank,Keyword,AdPotentialScore,Tier,HitConfidence,ExpectedAdType,AdSignal,CPC,Volume,Intents,SERP Features,Category,Source Batch,sc_AdPresence,sc_CPC,sc_Intent,sc_Volume,sc_Lexical
77,tax accountant wollongong,72,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads | CPC $3.50 | Commercial+Local,3.5,100,"Informational,Commercial,Non-branded,Local","Top ads,Local pack,People also ask,Discussions,Bottom ads",Planning,Batch 2 (24hr accountant),29,26,6,3,8
78,travel insurance cover,72,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads+Paid sitelinks | CPC $3.00 | Commercial+Local,3.0,450,"Informational,Commercial,Non-branded,Non-local","AI Overview,Top ads,Paid sitelinks,People also ask,Bottom ads",Travel insurance,Batch 5 (AAMI insurance),36,21,4,3,8
79,cpa near me,72,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads+Paid sitelinks | CPC $2.00 | Transactional+Commercial+Local,2.0,300,"Informational,Commercial,Transactional,Non-branded,Local","Top ads,People also ask,Bottom ads,Paid sitelinks",Planning; Business,Batch 2 (24hr accountant),36,21,12,3,0
80,mattresses australia,72,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping | CPC $1.70 | Commercial+Local,1.7,150,"Informational,Commercial,Non-branded,Local","Top ads,Paid sitelinks,Sitelinks,Thumbnail,Shopping,Bottom ads",Bedroom,Batch 3 (3D printer),42,21,6,3,0
81,language tutor,72,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads | CPC $1.70 | Transactional+Commercial+Local,1.7,150,"Informational,Commercial,Transactional,Non-branded,Non-local","Top ads,Local pack,People also ask,Bottom ads",Private tutoring,Batch 2 (24hr accountant),29,21,11,3,8
82,screws online,72,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $1.50 | Transactional+Commercial+Local,1.5,90,"Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Paid sitelinks,Sitelinks,Bottom ads",Home improvement,Batch 5 (AAMI insurance),45,15,11,1,0
83,outdoor furniture near me,72,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.50 | Transactional+Commercial+Local,0.5,1200,"Informational,Commercial,Transactional,Non-branded,Local","Shopping Ads,Thumbnail,Top ads,Local pack,Sitelinks,Shopping,Bottom ads,Paid sitelinks",Outdoor furniture,Batch 5 (AAMI insurance),45,10,12,5,0
84,swimwear australia,72,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.40 | Transactional+Commercial+Local,0.4,4600,"Informational,Commercial,Transactional,Non-branded,Local","Shopping Ads,Thumbnail,Top ads,Paid sitelinks,Shopping,Sitelinks,Bottom ads",Swimwear,"Batch 1 (1-7,100+,accessories)",45,10,12,5,0
85,appliances online australia,72,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.35 | Transactional+Commercial+Local,0.35,4100,"Informational,Navigational,Commercial,Transactional,Non-branded,Local","Top ads,Paid sitelinks,Sitelinks,People also ask,Shopping,Thumbnail,Bottom ads,Shopping Ads,Video preview",Home appliances,Batch 5 (AAMI insurance),45,10,12,5,0
86,plumber near me,71,A - Prime,Very High,Text ads,SERP: Bottom ads+Paid sitelinks | CPC $8.00 | Transactional+Commercial+Local,8.0,16000,"Informational,Commercial,Transactional,Non-branded,Local","People also ask,Bottom ads,Paid sitelinks",Plumbing,Batch 2 (24hr accountant),16,30,12,5,8
87,emergency electrician parramatta,71,A - Prime,Very High,Text ads,SERP: Top ads+Paid sitelinks | CPC $1.80 | Transactional+Commercial+Local,1.8,150,"Commercial,Transactional,Non-branded,Local","Top ads,Thumbnail,Paid sitelinks,Local pack,People also ask",Home improvement,Batch 2 (24hr accountant),27,21,12,3,8
88,emergency dentist adelaide,71,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads+Paid sitelinks | CPC $1.50 | Transactional+Local,1.5,500,"Informational,Transactional,Non-branded,Local","Top ads,Paid sitelinks,Local pack,People also ask,Bottom ads",Dental care,Batch 2 (24hr accountant),36,15,9,3,8
89,water filters australia,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $1.20 | Commercial+Local,1.2,2000,"Informational,Commercial,Non-branded,Local","Top ads,Shopping,Thumbnail,People also ask,Shopping Ads,Paid sitelinks,Sitelinks,Video preview,Bottom ads",Purifiers,Batch 5 (AAMI insurance),45,15,6,5,0
90,buy toilet paper,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Shopping Ads | CPC $1.20 | Transactional+Commercial+Local,1.2,800,"Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,Sitelinks,People also ask,Video preview,Bottom ads",Household cleaning,Batch 6 (ABC soy sauce+),42,15,11,3,0
91,memory books,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping | CPC $0.90 | Transactional+Commercial+Local,0.9,150,"Informational,Commercial,Transactional,Non-branded,Non-local","Top ads,Paid sitelinks,Sitelinks,Shopping,Thumbnail,People also ask,Bottom ads",Personalized items,Batch 3 (3D printer),42,15,11,3,0
92,rugs for sale,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.50 | Transactional+Commercial+Local,0.5,1600,"Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Paid sitelinks,Shopping,Sitelinks,Local pack,Bottom ads",Shopping portals,Batch 3 (3D printer),45,10,11,5,0
93,drones for sale,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.50 | Transactional+Commercial+Local,0.5,1400,"Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Knowledge panel,Shopping,People also ask,AI Overview,Sitelinks,Video preview,Bottom ads,Paid sitelinks",Shopping portals,Batch 3 (3D printer),45,10,11,5,0
94,gym equipment,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.45 | Transactional+Commercial+Local,0.45,7900,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,Sitelinks,Knowledge panel,Paid sitelinks,Video preview,Bottom ads",Accessories; Shopping portals,"Batch 4 (40"" smart TV)",45,10,11,5,0
95,beds for sale,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.45 | Transactional+Commercial+Local,0.45,1400,"Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Shopping,Knowledge panel,Sitelinks,Bottom ads,Paid sitelinks,Top ads",Bedroom,Batch 5 (AAMI insurance),45,10,11,5,0
96,shade sails,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.45 | Transactional+Commercial+Local,0.45,1300,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,Sitelinks,AI Overview,Video preview,Bottom ads,Paid sitelinks",Garden structures,Batch 5 (AAMI insurance),45,10,11,5,0
97,phone case,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.40 | Transactional+Commercial+Local,0.4,12000,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,Sitelinks,Video preview,Bottom ads,Paid sitelinks,Image pack",Apparel,"Batch 4 (40"" smart TV)",45,10,11,5,0
98,sofas,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.40 | Transactional+Commercial+Local,0.4,2500,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Paid sitelinks,Shopping,Sitelinks,Bottom ads,Video preview",Living room furniture,Batch 3 (3D printer),45,10,11,5,0
99,bird toys,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.40 | Transactional+Commercial+Local,0.4,1400,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Sitelinks,Shopping,Image pack,Video preview,Bottom ads,Paid sitelinks,Top ads",Toys,Batch 5 (AAMI insurance),45,10,11,5,0
100,outdoor dining,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.40 | Transactional+Commercial+Local,0.4,1000,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Knowledge panel,Shopping,Sitelinks,Bottom ads,Paid sitelinks",Outdoor furniture; Department stores,"Batch 1 (1-7,100+,accessories)",45,10,11,5,0
101,kitchen knives,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.35 | Transactional+Commercial+Local,0.35,1900,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,Sitelinks,People also ask,Video preview,Image pack,Bottom ads,Paid sitelinks",Diningware; Price comparisons; Shopping portals,Batch 5 (AAMI insurance),45,10,11,5,0
102,solar lights,71,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Shopping Ads | CPC $0.25 | Transactional+Commercial+Local,0.25,6200,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,Sitelinks,People also ask,Video preview,Bottom ads",Outdoor furniture; Shopping portals,Batch 3 (3D printer),42,5,11,5,8
103,car insurance online,70,A - Prime,Very High,Text ads,SERP: Bottom ads+Paid sitelinks | CPC $9.00 | Transactional+Commercial+Local,9.0,1600,"Informational,Commercial,Transactional,Non-branded,Non-local","People also ask,Bottom ads,Paid sitelinks,Video preview",Vehicle insurance,Batch 5 (AAMI insurance),16,30,11,5,8
104,pet insurance deals,70,A - Prime,Very High,Text ads,SERP: Top ads+Paid sitelinks | CPC $7.00 | Commercial+Local,7.0,40,"Informational,Commercial,Non-branded,Non-local","Top ads,Paid sitelinks,People also ask,Sitelinks",Insurance,"Batch 4 (40"" smart TV)",27,30,4,1,8
105,electrical contractor brisbane,70,A - Prime,Very High,Text ads,SERP: Top ads+Paid sitelinks | CPC $3.50 | Commercial+Local,3.5,200,"Informational,Commercial,Non-branded,Local","Top ads,Paid sitelinks,Local pack,People also ask,Discussions,Thumbnail",Maintenance,Batch 2 (24hr accountant),27,26,6,3,8
106,gas plumber geelong,70,A - Prime,Very High,Text ads,SERP: Top ads+Paid sitelinks | CPC $3.50 | Commercial+Local,3.5,100,"Informational,Commercial,Non-branded,Local","Top ads,Paid sitelinks,Local pack,People also ask",Plumbing,Batch 2 (24hr accountant),27,26,6,3,8
107,book plumber,70,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads | CPC $2.50 | Transactional+Commercial+Local,2.5,60,"Commercial,Transactional,Non-branded,Non-local","Top ads,People also ask,Bottom ads",Plumbing,Batch 2 (24hr accountant),29,21,11,1,8
108,physiotherapist near me,70,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads+Paid sitelinks | CPC $2.00 | Local,2.0,2300,"Informational,Non-branded,Local","Top ads,People also ask,Bottom ads,Paid sitelinks",Physical therapy,Batch 2 (24hr accountant),36,21,0,5,8
109,upholstery cleaning,70,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping | CPC $1.90 | Commercial+Local,1.9,700,"Informational,Commercial,Non-branded,Non-local","Top ads,Paid sitelinks,Local pack,People also ask,Shopping,Thumbnail,Video preview,Bottom ads",Cleaning,Batch 2 (24hr accountant),42,21,4,3,0
110,tax accountant near me,70,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads+Paid sitelinks | CPC $1.50 | Commercial+Local,1.5,2800,"Informational,Commercial,Non-branded,Local","Top ads,Local pack,People also ask,Bottom ads,Paid sitelinks",Planning,Batch 2 (24hr accountant),36,15,6,5,8
111,solar lights online,70,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Shopping | CPC $1.40 | Transactional+Commercial+Local,1.4,10,"Informational,Commercial,Transactional,Non-branded,Non-local","Top ads,Shopping,Thumbnail,Sitelinks,People also ask,Bottom ads",Department stores; Shopping portals,Batch 3 (3D printer),35,15,11,1,8
112,lenses australia,70,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping | CPC $1.30 | Transactional+Commercial+Local,1.3,50,"Informational,Commercial,Transactional,Non-branded,Local","Top ads,Sitelinks,Shopping,Thumbnail,Bottom ads,Paid sitelinks",Eyewear,Batch 3 (3D printer),42,15,12,1,0
113,water tanks near me,70,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.70 | Transactional+Commercial+Local,0.7,400,"Informational,Commercial,Transactional,Non-branded,Local","Shopping Ads,Thumbnail,Top ads,Local pack,Shopping,Bottom ads,Paid sitelinks",Plumbing,Batch 5 (AAMI insurance),45,10,12,3,0
114,beds australia,70,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.50 | Transactional+Commercial+Local,0.5,700,"Informational,Commercial,Transactional,Non-branded,Local","Shopping Ads,Thumbnail,Top ads,Sitelinks,Shopping,Local pack,Bottom ads,Paid sitelinks",Department stores,Batch 3 (3D printer),45,10,12,3,0
115,costumes australia,70,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.35 | Transactional+Commercial+Local,0.35,900,"Informational,Commercial,Transactional,Non-branded,Local","Top ads,Paid sitelinks,Knowledge panel,Sitelinks,Shopping,Thumbnail,Bottom ads,Shopping Ads",Costumes,Batch 3 (3D printer),45,10,12,3,0
116,emergency electrician melbourne,69,A - Prime,Very High,Text ads,SERP: Bottom ads+Paid sitelinks | CPC $7.00 | Transactional+Commercial+Local,7.0,700,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Bottom ads,Paid sitelinks",Home improvement,Batch 2 (24hr accountant),16,30,12,3,8
117,mind body,69,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads+Paid sitelinks | CPC $6.00 | Commercial+Local,6.0,800,"Informational,Commercial,Branded,Non-local","Top ads,Sitelinks,Image pack,People also ask,Bottom ads,Video preview,Paid sitelinks",Fitness,"Batch 1 (1-7,100+,accessories)",36,26,4,3,0
118,webflow developer,69,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads+Paid sitelinks | CPC $4.50 | Commercial+Local,4.5,200,"Informational,Commercial,Branded,Non-local","Top ads,AI Overview,Thumbnail,People also ask,Discussions,Bottom ads,Paid sitelinks",Consulting; Outsourcing; Software,Batch 2 (24hr accountant),36,26,4,3,0
119,investment property buyers agent,69,A - Prime,Very High,Text ads,SERP: Top ads+Bottom ads+Paid sitelinks | CPC $4.00 | Commercial+Local,4.0,500,"Informational,Commercial,Non-branded,Non-local","Top ads,Paid sitelinks,AI Overview,People also ask,Video preview,Bottom ads",Real estate agencies,Batch 2 (24hr accountant),36,26,4,3,0
120,canvas printing,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $1.50 | Commercial+Local,1.5,1400,"Informational,Commercial,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Sitelinks,Local pack,Shopping,Bottom ads,Paid sitelinks,Video preview,Image pack",Photo printing,Batch 2 (24hr accountant),45,15,4,5,0
121,scaffolding,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $1.20 | Commercial+Local,1.2,7000,"Informational,Commercial,Non-branded,Non-local","AI Overview,Thumbnail,Shopping Ads,Videos,People also ask,Sitelinks,Top ads,Paid sitelinks,Image pack,Video preview,Bottom ads",Power,Batch 5 (AAMI insurance),45,15,4,5,0
122,lifting equipment,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $1.20 | Commercial+Local,1.2,1000,"Informational,Commercial,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,People also ask,Paid sitelinks,Video preview,Bottom ads,Image pack",Processing,Batch 5 (AAMI insurance),45,15,4,5,0
123,booklet printing,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $1.10 | Commercial+Local,1.1,1100,"Informational,Commercial,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Sitelinks,People also ask,Video preview,Local pack,Bottom ads,Paid sitelinks",Printing,Batch 2 (24hr accountant),45,15,4,5,0
124,mattress,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $1.00 | Commercial+Local,1.0,32000,"Informational,Commercial,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,People also ask,Knowledge panel,Sitelinks,Video preview,Bottom ads,Paid sitelinks",Bedroom; Shopping portals,"Batch 1 (1-7,100+,accessories)",45,15,4,5,0
125,security doors,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $1.00 | Commercial+Local,1.0,2900,"Informational,Commercial,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Paid sitelinks,Local pack,Shopping,People also ask,Image pack,Video preview,Bottom ads",Windows,Batch 5 (AAMI insurance),45,15,4,5,0
126,business card design,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $1.00 | Commercial+Local,1.0,1300,"Informational,Commercial,Non-branded,Non-local","Top ads,Paid sitelinks,Shopping Ads,Thumbnail,Sitelinks,Image pack,Bottom ads,Video preview",Office,Batch 2 (24hr accountant),45,15,4,5,0
127,awnings,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.90 | Commercial+Local,0.9,3000,"Informational,Commercial,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,Local pack,People also ask,Image pack,Sitelinks,Bottom ads,Video preview,Paid sitelinks",Garden structures,Batch 5 (AAMI insurance),45,15,4,5,0
128,sheds online,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Paid sitelinks+Shopping Ads | CPC $0.90 | Transactional+Commercial+Local,0.9,300,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Paid sitelinks,Shopping",Garden structures,Batch 5 (AAMI insurance),40,15,11,3,0
129,water dispenser,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.80 | Commercial+Local,0.8,9000,"Informational,Commercial,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,People also ask,Sitelinks,Video preview,Bottom ads,Paid sitelinks,Image pack",Purifiers,"Batch 4 (40"" smart TV)",45,15,4,5,0
130,trampolines,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.80 | Commercial+Local,0.8,1200,"Informational,Commercial,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,Sitelinks,People also ask,Paid sitelinks,Video preview,Bottom ads,Image pack",Garden; Play,Batch 5 (AAMI insurance),45,15,4,5,0
131,glassware online,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping | CPC $0.80 | Transactional+Commercial+Local,0.8,50,"Informational,Commercial,Transactional,Non-branded,Non-local","Top ads,Paid sitelinks,Sitelinks,Shopping,Thumbnail,Bottom ads",Shopping portals,Batch 5 (AAMI insurance),42,15,11,1,0
132,garden sheds for sale,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.70 | Transactional+Commercial+Local,0.7,800,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Shopping,Knowledge panel,Sitelinks,Top ads,Bottom ads,Paid sitelinks,Image pack",Garden structures,Batch 5 (AAMI insurance),45,10,11,3,0
133,outdoor shade,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.60 | Transactional+Commercial+Local,0.6,800,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Shopping,Image pack,Video preview,Knowledge panel,Top ads,Paid sitelinks,Sitelinks,Bottom ads",Garden structures,Batch 5 (AAMI insurance),45,10,11,3,0
134,portable generators,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.60 | Transactional+Commercial+Local,0.6,500,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Shopping,Sitelinks,People also ask,Video preview,Bottom ads,Paid sitelinks",Shopping portals,Batch 5 (AAMI insurance),45,10,11,3,0
135,tiles online,69,A - Prime,Very High,Both (text + shopping),SERP: Top ads+Bottom ads+Paid sitelinks+Shopping Ads | CPC $0.50 | Transactional+Commercial+Local,0.5,700,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping Ads,Thumbnail,Top ads,Sitelinks,Bottom ads,Paid sitelinks",Flooring; Shopping portals,Batch 3 (3D printer),45,10,11,3,0
